experiment_id,model_id,sample_name_abbreviation,time_point,rxn_id,dG_r_units,dG_r_lb_base,dG_r_ub_base,dG_r_lb,dG_r_ub,displacement_lb_base,displacement_lb,displacement_ub_base,displacement_ub,feasible_base,feasible,significant_stat,significant_bio
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,PYNP2r_reverse,kJ/mol,-0.0016438305833546,17.0968064563014,-0.10563021126719,25.3987962018775,0.999362710404562,0.959863323601286,757.709569029137,18956.2467925665,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,GLYCK2,kJ/mol,-19.0661136253721,-10.8498973896313,-18.2020489495988,-10.063538000215,2.33163898921684e-05,3.25979316382559e-05,0.392447464548315,0.532381398298623,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,GLCS1,kJ/mol,-833.462797328899,-792.31908241696,-832.582777279064,-791.17135070609,5.60135001017047e-48,7.879682266675e-48,4.0212863437154e-45,6.27581177323039e-45,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,MGSA,kJ/mol,198.510219641543,223.942885169271,198.303520508288,223.936790282151,2.71501307625058e+33,2.5058723769036e+33,5.21469206471535e+37,5.20238089356313e+37,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,GMPR,kJ/mol,-36.9437886147787,-3.95209678041145,-35.7828884371335,-2.42698339776585,5.99515524161672e-07,9.40422957034289e-07,0.215960491730808,0.390156757704686,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,DMPPS,kJ/mol,1724.28240951298,1730.17952800667,1723.95157199841,1730.73805681992,9.76231025922364e+46,1.21233304776964e+47,1.68855826077086e+47,1.48523529458947e+47,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,CYSabc2pp,kJ/mol,-124.969945795512,-63.0538504271795,-124.395905116361,-62.2838025481393,8.95639380138987e-22,1.118961335986e-21,2.40023788358176e-11,3.23555204871214e-11,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,FEOXAMabcpp,kJ/mol,-2997.78765347245,-2952.83025692674,-2997.01760559341,-2952.25621624759,213432550.179094,287709868.141618,5.53931998470822e+18,6.9205140238264e+18,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,ADSL1r,kJ/mol,-13.9227450459218,-6.20414443690139,-12.4590216866235,-4.54003269147274,0.000171366166963394,0.000302308522234746,2.37812769815414,4.53430341674829,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,ICL,kJ/mol,-3.92759456675188,6.65521013781596,-4.06801695673474,6.10552691050427,0.21802236909991,0.206466993630026,13.2097109161882,10.6736701943194,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,ALAALAr,kJ/mol,-20.3572746659585,-18.3343819290621,-19.5872267869182,-17.7603412499106,8.298950530423e-07,1.11870938187182e-06,0.366771294916258,0.458223373448723,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,GLYCLTDx,kJ/mol,-34.5356122532513,-28.0730923533466,-37.8676313244254,-26.89104023253,7.09047066684484e-07,4.18990017745599e-07,4.02302014202881e-05,2.95745938378451e-05,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,PTAr,kJ/mol,-16.4655572174424,1.48821273102617,-16.3699853130999,1.20685232965034,0.00168583237388486,0.00174948787706698,1.78094247382764,1.59684295981843,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,SUCMALtpp,kJ/mol,13809.3256625204,13813.5881628244,13808.249025366,13812.5105021006,0.000450328698318362,0.000296618819943546,0.00235198497240092,0.00154857137773698,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,FHL,kJ/mol,-7.44559338638333,10.3666552659569,-7.44559338638333,10.3666552659569,0.0557169878013269,0.0557169878013269,55.7169878013282,55.7169878013282,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,FECRMabcpp,kJ/mol,48.9904570819796,93.9478536276883,49.7605049610198,94.5218943068399,6760554.64991285,9113316.05820429,1.75460001056754e+17,2.19209831041711e+17,False,False,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,NDPK8_reverse,kJ/mol,-2.45303241615974,-2.22521731309568,-2.03656271150754,-1.89619667988162,0.38623521540014,0.453936520430153,0.421911408993123,0.47933159101236,True,True,True,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,GLCtexi,kJ/mol,-35.606835327151,-35.606835327151,0.0,0.0,1.00687299007241e-06,1.0,1.00687299007241e-06,1.0,True,True,True,True
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,ASNS1,kJ/mol,-76.7517821877964,-68.9120197087491,-75.3477277312193,-66.3759314857112,4.4879002262274e-15,7.73604272484331e-15,6.5276938738177e-11,1.74540596007315e-10,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,O2tpp_reverse,kJ/mol,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,EX_nh4_LPAREN_e_RPAREN__reverse,kJ/mol,7.73445678391801,89.0347706052521,-4.05987751082549,77.2404363105086,20.075378150877,0.207119747246723,989786177238227.0,10211726091392.5,False,True,False,True
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,ORNabcpp,kJ/mol,-3092.7606156521,-3047.80321910639,-3091.99056777306,-3047.22917842724,2.15570178254667e-08,2.90591418735671e-08,559.479889787684,698.982624945518,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,MALS,kJ/mol,-57.239341154158,-55.709546296026,-55.1153306888597,-53.9559800851391,2.28851559888743e-10,5.21539256142843e-10,4.14197213621694e-10,8.17614919290891e-10,True,True,True,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,NODOx,kJ/mol,-427.413052401472,-414.99289220448,-427.743889916035,-414.434363391234,3.62022478593984e-32,4.49577818345089e-32,6.26179695771343e-32,5.50780039114744e-32,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,PGMT,kJ/mol,-1.22683848266122,-0.807745317384327,0.0715498886132835,0.157954545983632,0.621400581977839,1.02813626381938,0.731066298392667,1.06317130453979,True,True,True,True
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,PGI,kJ/mol,-2.59202026231354,-2.18205733806295,-2.85892499030811,-2.78680076724077,0.365967954666425,0.329981847149623,0.429032725584389,0.339341877412902,True,True,True,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,PIuabcpp,kJ/mol,-2544.03717818224,-2535.55782877093,-2543.46313750309,-2534.78778089189,1.58036946325291e-11,1.97442448955129e-11,4.23525666676926e-10,5.70918136019841e-10,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,H2tpp_reverse,kJ/mol,-5.93455963038001,-5.93455963038001,-5.93455963038001,-5.93455963038001,0.100110842481545,0.100110842481545,0.100110842481545,0.100110842481545,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,GLCtex,kJ/mol,-35.606835327151,-35.606835327151,0.0,0.0,1.00687299007241e-06,1.0,1.00687299007241e-06,1.0,True,True,True,True
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,NTPP6,kJ/mol,-88.53704789946,-79.6599823723103,-87.5896604666585,-78.7175258410064,1.22542512505667e-15,1.76949369987805e-15,3.8317096955819e-14,5.52235547468543e-14,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,NTD6,kJ/mol,515.609311299631,534.938509563697,515.000121382152,534.435763636316,4.50813684675908e+39,3.55955113213467e+39,2.85207843493133e+42,2.34686048019163e+42,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,PRPPS,kJ/mol,-30.7095858913939,-4.80336981412708,-29.6451376229372,-3.78592277078014,6.72645489760275e-06,1.01639907722833e-05,0.155238695323923,0.230336044326833,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,DBTS,kJ/mol,-116.800969428704,-91.4456015296081,-116.226928749552,-90.6755536505679,2.12804199224695e-20,2.6586556637443e-20,3.96659814139281e-16,5.34702615544486e-16,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,GLCP,kJ/mol,805.451868681543,806.627070412887,804.058868809137,805.495974551128,2.01891615490109e+44,1.17626308533946e+44,1.43015992494734e+47,9.22319860609068e+46,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,NADDP,kJ/mol,-106.013976481548,-70.7793875193818,-104.856538793427,-69.9612291586704,1.39560506390347e-18,2.18626177284056e-18,1.19975574019011e-12,1.6477445096407e-12,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,FBA,kJ/mol,-21.4395615458799,5.01964848870328,-21.1390049525517,5.11703753928295,0.000244948917004851,0.000275230333116294,7.005294730978,7.27493319799718,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,NDPK3_reverse,kJ/mol,11.503190915884,28.2771505717108,11.0997441569577,27.9516653738359,86.5778628016908,74.0383913714575,57880.8189959827,51017.0490604174,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,NH4tex_reverse,kJ/mol,-3043.88561570526,-3043.88561570526,-3457.2987625,-3457.2987625,96.9264322583539,1.0,96.9264322583539,1.0,True,True,True,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,M1PD_reverse,kJ/mol,-7.68731537911214,16.2701535747363,-7.58585216729051,17.5280373182912,0.0507312989570986,0.0527672868473451,549.889033849105,895.637259675917,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,SERAT_reverse,kJ/mol,7.05785868569211,23.4765390419934,6.81414133528379,22.4612592773266,15.4421854147745,14.0495058934169,8994.95948366014,6067.3955946792,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,PGCD,kJ/mol,-1.39564941746786,25.1508134839138,-1.27713061316932,24.4982678739344,0.582022721222552,0.609398362041078,17218.1407810109,13368.4878314075,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,ACCOAL,kJ/mol,14.4104247592214,14.7439036635981,15.445714315333,15.857327117963,267.333358436927,399.411138139348,304.241753164087,468.538638626975,True,True,True,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,CBMKr_reverse,kJ/mol,-24.0100876215099,-15.6134185450393,-24.5841283006614,-16.3834664240795,8.89561655385578e-05,6.59905806765813e-05,0.00238395009463165,0.00190816207528451,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,ICDHyr_reverse,kJ/mol,17.2359389157717,25.5766944233853,17.7834114096749,26.5120753010932,770.115971069172,988.878950959007,21090.8649331898,29191.3807609226,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,CYSDabcpp,kJ/mol,-54.8643364496794,-9.90693990396997,-54.0942885706392,-9.33289922481842,2.17972578218706e-11,2.93829885297108e-11,0.565714956613516,0.706772365839127,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,FORtex,kJ/mol,3855.94854225974,3855.94854225974,3457.2987625,3457.2987625,0.316187956989089,1.0,0.316187956989089,1.0,True,True,True,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,MNtex,kJ/mol,-7717.83515,-7717.83515,-6914.597525,-6914.597525,1.0,1.0,1.0,1.0,True,True,True,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,EX_h2_LPAREN_e_RPAREN_,kJ/mol,-85.9317220234558,-77.4937127795642,-79.9971623930758,-71.5591531491842,3.3657720429695e-15,3.36204546834174e-14,8.87652848990863e-14,8.86670041913295e-13,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,CO2tpp,kJ/mol,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,ME2,kJ/mol,-25.1150759013011,-15.0012694591944,-28.1133457027169,-16.899460197802,5.88888118194935e-05,1.84100051558929e-05,0.00297464233939905,0.00142473784871999,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,EX_nh4_LPAREN_e_RPAREN_,kJ/mol,-80.5967613613605,-16.1724660278096,-68.802427066617,-4.37813173306611,1.01031922146081e-15,9.79266375782347e-14,0.0498122621892588,4.82812485672257,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,ALDD2y,kJ/mol,-81.0306947263831,-72.0814734778406,-82.2171473970456,-73.7314176711871,2.2518140407793e-14,1.42136656539715e-14,7.24087506587657e-13,3.81857913467003e-13,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,KDOPS,kJ/mol,8.56543009845284,8.9250259299563,7.87638653264332,8.3653813620093,20.56844138181,16.5555695492562,42.9142176442771,32.8511153537685,False,False,True,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,G3PT,kJ/mol,-43.9540323494433,-26.7884693239299,-44.1578920015096,-26.8364831822308,3.95467814675133e-08,3.65406612618391e-08,3.07747216215047e-05,3.02069915761579e-05,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,GLUDC,kJ/mol,374.827654748611,392.134997015751,374.629030637666,392.188449846029,5.32464385288275e+35,4.9298943328635e+35,4.37776555458998e+38,4.46946158394178e+38,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,IMPC,kJ/mol,1598.09879632161,1623.75941495034,1598.01138128765,1623.60822308193,6.13838175753606e+40,5.93377609656487e+40,4.88365332403583e+43,4.605540165054e+43,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,LSERDHr,kJ/mol,-4.27962967252971,28.2567571403181,-4.54637448286785,27.1318906987558,0.190199817021542,0.171507856478641,57424.8587973631,37123.2570464626,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,PDH,kJ/mol,-44.9674252126528,-44.5702522072392,-45.8580587163257,-43.1318604463155,2.66951301680258e-08,1.88985504349406e-08,3.11404785598533e-08,5.43981531447477e-08,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,G6Pt6_2pp,kJ/mol,21554.0483116951,21624.8273682968,21553.953700194,21624.6619722984,15.2059808175396,14.6581663092511,12672604101735.2,11885276955465.6,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,ENO,kJ/mol,-4.47069156179338,3.61904158506735,-3.99396670624856,4.08466935628124,0.154302492576631,0.184839833057843,4.65789022203441,5.60377750793948,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,PPA,kJ/mol,-41.0339632415357,-32.5959539976443,-41.0339632415357,-32.5959539976443,1.22721087941656e-07,1.22721087941656e-07,3.23651518736111e-06,3.23651518736111e-06,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,DURIK1,kJ/mol,-84.4828965773468,-76.100313952569,-82.1101291768117,-73.2280949791797,2.23842421914701e-16,5.61787431050495e-16,4.01867247780726e-12,1.22414138781868e-11,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,URIH,kJ/mol,-53.9608727843451,-36.8624224974602,-62.2628625299212,-36.7584361167763,8.16065019707797e-10,3.26193407982547e-11,6.18734587497486e-07,6.44196167494557e-07,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,CMPN,kJ/mol,-2.88433126127044,14.67326041073,-2.53520510101972,15.2605564326929,0.326746570522529,0.374120979856394,296.019851274628,371.736534625247,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,NTPP5,kJ/mol,-140.232379123553,-131.282371860898,-139.782553082482,-130.454177085718,2.40758606778385e-24,2.86644138781991e-24,7.74413180648745e-23,1.06772679151278e-22,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,ADK3_reverse,kJ/mol,-9.28855654877805,-8.76582805407774,-9.74878016012003,-9.35311880043916,0.0272639925006223,0.0228074648806003,0.0333909810606783,0.026589835944509,True,True,True,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,DUTPDP,kJ/mol,-229.565308304701,-221.573623688704,-227.771844375771,-219.828317743324,1.82243489684971e-39,3.58593518267054e-39,5.71454951144888e-38,1.14562727548534e-37,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,ASAD,kJ/mol,-17.2095312439583,-16.6983192393073,-18.3959839146208,-18.3482634326538,0.0012633152326797,0.000797416660865307,0.00154032304014947,0.000812311408255765,True,True,True,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,ASAD_reverse,kJ/mol,16.6983192393074,17.2095312439582,18.3482634326539,18.3959839146206,649.214466014197,1231.0549745291,791.568069577406,1254.04954408008,False,False,True,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,INSK,kJ/mol,-27.9413235811911,-24.784452979178,-31.5592603055365,-24.460921119333,2.53839372517371e-06,2.87772527245361e-06,0.000519020985915525,0.000127596748784472,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,EX_h2o_LPAREN_e_RPAREN__reverse,kJ/mol,-142.062058098509,-133.624048854617,-147.996617728889,-139.558608484997,1.18418897706372e-24,1.18550156151207e-25,3.1230538070154e-23,3.12651547735506e-24,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,SO4tex_reverse,kJ/mol,6111.35990399954,6111.35990399954,6914.597525,6914.597525,1.00000155106187,1.0,1.00000155106187,1.0,True,True,True,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,H2Otex,kJ/mol,-5.93455963038002,-5.93455963038002,0.0,0.0,0.100110842481544,1.0,0.100110842481544,1.0,True,True,True,True
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,H2Otpp_reverse,kJ/mol,-5.93455963038002,-5.93455963038002,-5.93455963038002,-5.93455963038002,0.100110842481544,0.100110842481544,0.100110842481544,0.100110842481544,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,HCO3E_reverse,kJ/mol,13.0288878806419,30.841136532982,13.0288878806419,30.841136532982,156.447985622922,156.447985622922,156447.985622929,156447.985622929,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,RPI,kJ/mol,-0.068006504894111,0.0456986901692105,0.882897431932442,0.890606815673781,0.973971191275977,1.4083176206,1.01788034915903,1.41253446769176,True,True,True,True
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,GLUCYS,kJ/mol,-17.3980053199579,-2.11355578971323,-17.0225887517509,-1.29005508039487,0.000981053904361524,0.0013501738237365,0.527355036547239,0.610003102606935,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,ADPRDP,kJ/mol,-122.023641144354,-115.525314103591,-121.505775328154,-114.834668970967,6.87415580584285e-23,8.40311114862543e-23,1.42551233647186e-18,1.86333869005799e-18,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,PDE4,kJ/mol,-102.910697381742,-85.7454485582433,-102.634674702627,-85.632481031267,4.6497268880014e-18,5.17506883156463e-18,3.61790796297003e-15,3.77993117959365e-15,True,True,False,False
ALEWt01,iJO1366_ALEWt_irreversible,OxicEvo03Glc,0,3HPPPNH,kJ/mol,-344.281064135282,-337.255942901828,-344.611901649846,-336.697414088581,1.64756430008122e-35,2.0460286512885e-35,2.84974379545538e-35,2.5065999580112e-35,True,True,False,False
